,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
128,R00129,F,Rural,Working Professional,<10L,5-7 times,Established,Small (250 ml),above 4,Price,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,3.0,1.0,0
129,R00130,M,Metro,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,3.0,0
130,R00131,M,Urban,Working Professional,16L - 25L,5-7 times,Established,Small (250 ml),above 4,Quality,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),200-250,36-45,3.0,3.0,0
131,R00132,M,Metro,Working Professional,> 35L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,46-55,2.0,4.5,0
132,R00133,M,Urban,Working Professional,> 35L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),200-250,36-45,1.0,4.0,0
133,R00134,M,Urban,Student,None,5-7 times,newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,2.0,,1
134,R00135,M,Urban,Student,None,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,0
135,R00136,M,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),150-200,26-35,1.5,3.5,0
136,R00137,M,Metro,Student,None,0-2 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
137,R00138,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.5,2.0,1
138,R00139,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,36-45,2.0,2.0,0
139,R00140,F,Semi-Urban,Entrepreneur,26L - 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,3.0,0
140,R00141,M,Urban,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,,0
141,R00142,F,Rural,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),50-100,18-25,1.0,,1
142,R00143,F,Metro,Working Professional,<10L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,1.5,2.5,1
143,R00144,F,Urban,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,2.0,,0
144,R00145,F,Urban,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,0
145,R00146,M,Metro,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
146,R00147,M,Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.5,,0
147,R00148,M,Metro,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),200-250,46-55,2.5,4.0,1
148,R00149,F,Metro,Working Professional,> 35L,5-7 times,Established,Large (1 L),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,2.5,4.5,0
149,R00150,F,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
150,R00151,F,Urban,Entrepreneur,<10L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,56-70,1.0,2.0,1
151,R00152,F,Urban,Retired,16L - 25L,3-4 times,Newcomer,Large (1 L),0 to 1,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),150-200,56-70,1.5,3.0,1
152,R00153,F,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,2.5,4.0,0
153,R00154,F,Semi-Urban,Working Professional,<10L,3-4 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,46-55,1.5,1.5,0
154,R00155,M,Urban,Working Professional,16L - 25L,0-2 times,Established,Large (1 L),0 to 1,Quality,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),150-200,26-35,1.0,3.0,0
155,R00156,F,Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Brand Reputation,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.0,3.5,0
156,R00157,M,Metro,Working Professional,<10L,3-4 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,2.5,0
157,R00158,M,Urban,Entrepreneur,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Availability,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.0,2.0,0
158,R00159,F,Semi-Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
159,R00160,M,Rural,Entrepreneur,10L - 15L,0-2 times,Newcomer,Small (250 ml),above 4,Price,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.0,1.5,1
160,R00161,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),above 4,Price,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,26-35,2.0,,1
161,R00162,F,Metro,Retired,<10L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,56-70,1.5,2.5,1
162,R00163,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
163,R00164,M,Metro,Working Professional,10L - 15L,3-4 times,Newcomer,Large (1 L),above 4,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.0,1
164,R00165,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
165,R00166,F,Urban,Working Professional,> 35L,0-2 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Eco-Friendly,Low (Not very concerned),Casual (eg. At home),150-200,46-55,1.0,4.0,0
166,R00167,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,,0
167,R00168,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.0,,1
168,R00169,M,Semi-Urban,Entrepreneur,10L - 15L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.0,0
169,R00170,M,Metro,Student,None,3-4 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,1
170,R00171,M,Metro,Working Professional,16L - 25L,0-2 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,18-25,1.5,3.5,0
171,R00172,M,Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.0,0
172,R00173,F,Metro,Entrepreneur,10L - 15L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),150-200,36-45,1.5,3.0,1
173,R00174,F,Metro,Working Professional,> 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),200-250,26-35,2.0,4.5,1
174,R00175,M,Semi-Urban,Entrepreneur,10L - 15L,3-4 times,Newcomer,Small (250 ml),above 4,Availability,Exotic,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.5,2.0,0
175,R00176,F,Semi-Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.5,2.5,0
176,R00177,F,Urban,Working Professional,<10L,3-4 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.0,2.0,0
177,R00178,M,Urban,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,1.5,3.0,0
178,R00179,F,Urban,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.5,2.5,0
179,R00180,M,Semi-Urban,Working Professional,<10L,3-4 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),100-150,36-45,1.5,1.5,1
180,R00181,F,Metro,Entrepreneur,> 35L,0-2 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,56-70,1.5,4.5,0
181,R00182,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
183,R00184,F,Metro,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.0,,1
184,R00185,F,Urban,Entrepreneur,<10L,5-7 times,Established,Small (250 ml),above 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),150-200,36-45,3.0,2.0,0
185,R00186,F,Urban,Working Professional,<10L,5-7 times,Established,Large (1 L),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),150-200,26-35,2.5,2.0,0
186,R00187,M,Metro,Working Professional,26L - 35L,3-4 times,Established,Large (1 L),0 to 1,Brand Reputation,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,1.5,4.0,0
187,R00188,F,Urban,Working Professional,<10L,3-4 times,Established,Large (1 L),2 to 4,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.0,2.0,0
188,R00189,F,Urban,Working Professional,10L - 15L,3-4 times,Established,Large (1 L),above 4,Availability,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.5,2.5,0
189,R00190,M,Semi-Urban,Student,None,3-4 times,Established,Large (1 L),0 to 1,Price,Exotic,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
190,R00191,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),above 4,Brand Reputation,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,0
191,R00192,M,Urban,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),above 4,Brand Reputation,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.5,3.0,0
192,R00193,M,Metro,Entrepreneur,10L - 15L,0-2 times,Established,Small (250 ml),2 to 4,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.5,3.0,0
193,R00194,M,Urban,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.0,3.5,0
194,R00195,M,Metro,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),50-100,18-25,1.5,,1
195,R00196,M,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Medium (500 ml),above 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,26-35,2.0,3.5,1
196,R00197,F,Urban,Working Professional,<10L,0-2 times,Established,Small (250 ml),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.5,2.0,0
197,R00198,M,Urban,Entrepreneur,26L - 35L,3-4 times,Established,Medium (500 ml),above 4,Quality,Exotic,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.5,3.5,0
198,R00199,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,2.5,2.0,0
199,R00200,M,Semi-Urban,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),above 4,Brand Reputation,Traditional,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),150-200,18-25,2.5,2.5,0
200,R00201,M,Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,1.5,,0
201,R00202,M,Metro,Entrepreneur,10L - 15L,0-2 times,Established,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,1.5,3.0,0
202,R00203,M,Metro,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,2.0,3.0,0
203,R00204,F,Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
204,R00205,F,Semi-Urban,Student,None,5-7 times,Established,Large (1 L),0 to 1,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),50-100,18-25,2.0,,0
205,R00206,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,0
206,R00207,M,Metro,Working Professional,26L - 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,0
207,R00208,F,Metro,Entrepreneur,> 35L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Brand Reputation,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),200-250,36-45,1.0,4.5,0
208,R00209,F,Semi-Urban,Working Professional,26L - 35L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),150-200,36-45,1.5,3.0,1
209,R00210,F,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.5,,0
210,R00211,M,Metro,Entrepreneur,10L - 15L,3-4 times,Established,Large (1 L),0 to 1,Availability,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,36-45,1.5,3.0,0
211,R00212,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.5,,1
212,R00213,F,Metro,Entrepreneur,> 35L,5-7 times,Established,Medium (500 ml),2 to 4,Quality,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),200-250,36-45,2.5,4.5,0
213,R00214,M,Metro,Student,None,3-4 times,Established,Large (1 L),0 to 1,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.5,,0
214,R00215,M,Rural,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.5,1.5,0
215,R00216,M,Metro,Entrepreneur,10L - 15L,5-7 times,Established,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,56-70,3.0,3.0,0
216,R00217,F,Metro,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,36-45,1.5,3.0,0
217,R00218,M,Urban,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Brand Reputation,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.5,0
218,R00219,F,Semi-Urban,Retired,<10L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),100-150,56-70,1.0,1.5,1
219,R00220,F,Metro,Working Professional,26L - 35L,3-4 times,Established,Small (250 ml),above 4,Quality,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,36-45,2.5,4.0,0
220,R00221,F,Semi-Urban,Working Professional,10L - 15L,0-2 times,Newcomer,Small (250 ml),2 to 4,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,1.5,2.0,0
221,R00222,F,Urban,Student,None,5-7 times,Established,Medium (500 ml),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,18-25,3.0,,0
222,R00223,M,Semi-Urban,Working Professional,<10L,5-7 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.5,1.5,0
223,R00224,M,Rural,Working Professional,26L - 35L,0-2 times,Established,Small (250 ml),0 to 1,Quality,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.0,2.5,0
224,R00225,M,Metro,Entrepreneur,26L - 35L,0-2 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,4.0,0
